class(r3,Y)	+class(r3,person)	+class(r3,student)	-class(r3,course)	-class(r3,department)	-class(r3,faculty)	-class(r3,researchproject)	-class(r3,staff)
class(r992,Y)	+class(r992,faculty)	+class(r992,person)	-class(r992,course)	-class(r992,department)	-class(r992,researchproject)	-class(r992,staff)	-class(r992,student)
class(r993,Y)	+class(r993,person)	+class(r993,student)	-class(r993,course)	-class(r993,department)	-class(r993,faculty)	-class(r993,researchproject)	-class(r993,staff)
class(r994,Y)	+class(r994,person)	+class(r994,student)	-class(r994,course)	-class(r994,department)	-class(r994,faculty)	-class(r994,researchproject)	-class(r994,staff)
class(r995,Y)	+class(r995,course)	-class(r995,department)	-class(r995,faculty)	-class(r995,person)	-class(r995,researchproject)	-class(r995,staff)	-class(r995,student)
class(r996,Y)	+class(r996,course)	-class(r996,department)	-class(r996,faculty)	-class(r996,person)	-class(r996,researchproject)	-class(r996,staff)	-class(r996,student)
class(r997,Y)	+class(r997,faculty)	+class(r997,person)	-class(r997,course)	-class(r997,department)	-class(r997,researchproject)	-class(r997,staff)	-class(r997,student)
class(r998,Y)	+class(r998,person)	+class(r998,student)	-class(r998,course)	-class(r998,department)	-class(r998,faculty)	-class(r998,researchproject)	-class(r998,staff)
class(r999,Y)	+class(r999,course)	-class(r999,department)	-class(r999,faculty)	-class(r999,person)	-class(r999,researchproject)	-class(r999,staff)	-class(r999,student)
class(r1000,Y)	+class(r1000,course)	-class(r1000,department)	-class(r1000,faculty)	-class(r1000,person)	-class(r1000,researchproject)	-class(r1000,staff)	-class(r1000,student)
class(r1001,Y)	+class(r1001,person)	+class(r1001,student)	-class(r1001,course)	-class(r1001,department)	-class(r1001,faculty)	-class(r1001,researchproject)	-class(r1001,staff)
class(r1002,Y)	+class(r1002,person)	+class(r1002,student)	-class(r1002,course)	-class(r1002,department)	-class(r1002,faculty)	-class(r1002,researchproject)	-class(r1002,staff)
class(r1003,Y)	+class(r1003,person)	+class(r1003,student)	-class(r1003,course)	-class(r1003,department)	-class(r1003,faculty)	-class(r1003,researchproject)	-class(r1003,staff)
class(r1004,Y)	+class(r1004,person)	+class(r1004,student)	-class(r1004,course)	-class(r1004,department)	-class(r1004,faculty)	-class(r1004,researchproject)	-class(r1004,staff)
class(r1005,Y)	+class(r1005,course)	-class(r1005,department)	-class(r1005,faculty)	-class(r1005,person)	-class(r1005,researchproject)	-class(r1005,staff)	-class(r1005,student)
class(r1006,Y)	+class(r1006,person)	+class(r1006,student)	-class(r1006,course)	-class(r1006,department)	-class(r1006,faculty)	-class(r1006,researchproject)	-class(r1006,staff)
class(r1007,Y)	+class(r1007,course)	-class(r1007,department)	-class(r1007,faculty)	-class(r1007,person)	-class(r1007,researchproject)	-class(r1007,staff)	-class(r1007,student)
class(r1008,Y)	+class(r1008,person)	+class(r1008,student)	-class(r1008,course)	-class(r1008,department)	-class(r1008,faculty)	-class(r1008,researchproject)	-class(r1008,staff)
class(r1009,Y)	+class(r1009,person)	+class(r1009,student)	-class(r1009,course)	-class(r1009,department)	-class(r1009,faculty)	-class(r1009,researchproject)	-class(r1009,staff)
class(r1010,Y)	+class(r1010,person)	+class(r1010,staff)	-class(r1010,course)	-class(r1010,department)	-class(r1010,faculty)	-class(r1010,researchproject)	-class(r1010,student)
class(r1011,Y)	+class(r1011,person)	+class(r1011,student)	-class(r1011,course)	-class(r1011,department)	-class(r1011,faculty)	-class(r1011,researchproject)	-class(r1011,staff)
class(r1012,Y)	+class(r1012,person)	+class(r1012,student)	-class(r1012,course)	-class(r1012,department)	-class(r1012,faculty)	-class(r1012,researchproject)	-class(r1012,staff)
class(r1013,Y)	+class(r1013,person)	+class(r1013,student)	-class(r1013,course)	-class(r1013,department)	-class(r1013,faculty)	-class(r1013,researchproject)	-class(r1013,staff)
class(r1014,Y)	+class(r1014,course)	-class(r1014,department)	-class(r1014,faculty)	-class(r1014,person)	-class(r1014,researchproject)	-class(r1014,staff)	-class(r1014,student)
class(r1015,Y)	+class(r1015,person)	+class(r1015,student)	-class(r1015,course)	-class(r1015,department)	-class(r1015,faculty)	-class(r1015,researchproject)	-class(r1015,staff)
class(r1016,Y)	+class(r1016,department)	+class(r1016,researchproject)	-class(r1016,course)	-class(r1016,faculty)	-class(r1016,person)	-class(r1016,staff)	-class(r1016,student)
class(r1017,Y)	+class(r1017,course)	-class(r1017,department)	-class(r1017,faculty)	-class(r1017,person)	-class(r1017,researchproject)	-class(r1017,staff)	-class(r1017,student)
class(r1018,Y)	+class(r1018,person)	+class(r1018,student)	-class(r1018,course)	-class(r1018,department)	-class(r1018,faculty)	-class(r1018,researchproject)	-class(r1018,staff)
class(r1019,Y)	+class(r1019,person)	+class(r1019,student)	-class(r1019,course)	-class(r1019,department)	-class(r1019,faculty)	-class(r1019,researchproject)	-class(r1019,staff)
class(r1020,Y)	+class(r1020,person)	+class(r1020,staff)	-class(r1020,course)	-class(r1020,department)	-class(r1020,faculty)	-class(r1020,researchproject)	-class(r1020,student)
class(r1021,Y)	+class(r1021,person)	+class(r1021,student)	-class(r1021,course)	-class(r1021,department)	-class(r1021,faculty)	-class(r1021,researchproject)	-class(r1021,staff)
class(r1022,Y)	+class(r1022,faculty)	+class(r1022,person)	-class(r1022,course)	-class(r1022,department)	-class(r1022,researchproject)	-class(r1022,staff)	-class(r1022,student)
class(r1023,Y)	+class(r1023,person)	+class(r1023,student)	-class(r1023,course)	-class(r1023,department)	-class(r1023,faculty)	-class(r1023,researchproject)	-class(r1023,staff)
class(r1024,Y)	+class(r1024,person)	+class(r1024,student)	-class(r1024,course)	-class(r1024,department)	-class(r1024,faculty)	-class(r1024,researchproject)	-class(r1024,staff)
class(r1025,Y)	+class(r1025,person)	+class(r1025,staff)	-class(r1025,course)	-class(r1025,department)	-class(r1025,faculty)	-class(r1025,researchproject)	-class(r1025,student)
class(r1026,Y)	+class(r1026,person)	+class(r1026,student)	-class(r1026,course)	-class(r1026,department)	-class(r1026,faculty)	-class(r1026,researchproject)	-class(r1026,staff)
class(r1027,Y)	+class(r1027,faculty)	+class(r1027,person)	-class(r1027,course)	-class(r1027,department)	-class(r1027,researchproject)	-class(r1027,staff)	-class(r1027,student)
class(r1028,Y)	+class(r1028,researchproject)	-class(r1028,course)	-class(r1028,department)	-class(r1028,faculty)	-class(r1028,person)	-class(r1028,staff)	-class(r1028,student)
class(r1029,Y)	+class(r1029,researchproject)	-class(r1029,course)	-class(r1029,department)	-class(r1029,faculty)	-class(r1029,person)	-class(r1029,staff)	-class(r1029,student)
class(r1030,Y)	+class(r1030,researchproject)	-class(r1030,course)	-class(r1030,department)	-class(r1030,faculty)	-class(r1030,person)	-class(r1030,staff)	-class(r1030,student)
class(r1031,Y)	+class(r1031,researchproject)	-class(r1031,course)	-class(r1031,department)	-class(r1031,faculty)	-class(r1031,person)	-class(r1031,staff)	-class(r1031,student)
class(r1032,Y)	+class(r1032,person)	+class(r1032,student)	-class(r1032,course)	-class(r1032,department)	-class(r1032,faculty)	-class(r1032,researchproject)	-class(r1032,staff)
class(r1033,Y)	+class(r1033,person)	+class(r1033,student)	-class(r1033,course)	-class(r1033,department)	-class(r1033,faculty)	-class(r1033,researchproject)	-class(r1033,staff)
class(r1034,Y)	+class(r1034,person)	+class(r1034,staff)	-class(r1034,course)	-class(r1034,department)	-class(r1034,faculty)	-class(r1034,researchproject)	-class(r1034,student)
class(r1035,Y)	+class(r1035,person)	+class(r1035,student)	-class(r1035,course)	-class(r1035,department)	-class(r1035,faculty)	-class(r1035,researchproject)	-class(r1035,staff)
class(r1036,Y)	+class(r1036,person)	+class(r1036,student)	-class(r1036,course)	-class(r1036,department)	-class(r1036,faculty)	-class(r1036,researchproject)	-class(r1036,staff)
class(r1037,Y)	+class(r1037,person)	+class(r1037,student)	-class(r1037,course)	-class(r1037,department)	-class(r1037,faculty)	-class(r1037,researchproject)	-class(r1037,staff)
class(r1038,Y)	+class(r1038,researchproject)	-class(r1038,course)	-class(r1038,department)	-class(r1038,faculty)	-class(r1038,person)	-class(r1038,staff)	-class(r1038,student)
class(r1039,Y)	+class(r1039,course)	-class(r1039,department)	-class(r1039,faculty)	-class(r1039,person)	-class(r1039,researchproject)	-class(r1039,staff)	-class(r1039,student)
class(r1040,Y)	+class(r1040,person)	+class(r1040,student)	-class(r1040,course)	-class(r1040,department)	-class(r1040,faculty)	-class(r1040,researchproject)	-class(r1040,staff)
class(r1041,Y)	+class(r1041,faculty)	+class(r1041,person)	-class(r1041,course)	-class(r1041,department)	-class(r1041,researchproject)	-class(r1041,staff)	-class(r1041,student)
class(r1042,Y)	+class(r1042,faculty)	+class(r1042,person)	-class(r1042,course)	-class(r1042,department)	-class(r1042,researchproject)	-class(r1042,staff)	-class(r1042,student)
class(r1043,Y)	+class(r1043,faculty)	+class(r1043,person)	-class(r1043,course)	-class(r1043,department)	-class(r1043,researchproject)	-class(r1043,staff)	-class(r1043,student)
class(r1044,Y)	+class(r1044,faculty)	+class(r1044,person)	-class(r1044,course)	-class(r1044,department)	-class(r1044,researchproject)	-class(r1044,staff)	-class(r1044,student)
class(r1045,Y)	+class(r1045,faculty)	+class(r1045,person)	-class(r1045,course)	-class(r1045,department)	-class(r1045,researchproject)	-class(r1045,staff)	-class(r1045,student)
class(r1046,Y)	+class(r1046,faculty)	+class(r1046,person)	-class(r1046,course)	-class(r1046,department)	-class(r1046,researchproject)	-class(r1046,staff)	-class(r1046,student)
class(r1047,Y)	+class(r1047,faculty)	+class(r1047,person)	-class(r1047,course)	-class(r1047,department)	-class(r1047,researchproject)	-class(r1047,staff)	-class(r1047,student)
class(r1048,Y)	+class(r1048,person)	+class(r1048,student)	-class(r1048,course)	-class(r1048,department)	-class(r1048,faculty)	-class(r1048,researchproject)	-class(r1048,staff)
class(r1049,Y)	+class(r1049,faculty)	+class(r1049,person)	-class(r1049,course)	-class(r1049,department)	-class(r1049,researchproject)	-class(r1049,staff)	-class(r1049,student)
class(r1050,Y)	+class(r1050,person)	+class(r1050,student)	-class(r1050,course)	-class(r1050,department)	-class(r1050,faculty)	-class(r1050,researchproject)	-class(r1050,staff)
class(r1051,Y)	+class(r1051,person)	+class(r1051,student)	-class(r1051,course)	-class(r1051,department)	-class(r1051,faculty)	-class(r1051,researchproject)	-class(r1051,staff)
class(r1052,Y)	+class(r1052,person)	+class(r1052,student)	-class(r1052,course)	-class(r1052,department)	-class(r1052,faculty)	-class(r1052,researchproject)	-class(r1052,staff)
class(r1053,Y)	+class(r1053,person)	+class(r1053,student)	-class(r1053,course)	-class(r1053,department)	-class(r1053,faculty)	-class(r1053,researchproject)	-class(r1053,staff)
class(r1054,Y)	+class(r1054,course)	-class(r1054,department)	-class(r1054,faculty)	-class(r1054,person)	-class(r1054,researchproject)	-class(r1054,staff)	-class(r1054,student)
class(r1055,Y)	+class(r1055,person)	+class(r1055,student)	-class(r1055,course)	-class(r1055,department)	-class(r1055,faculty)	-class(r1055,researchproject)	-class(r1055,staff)
class(r1056,Y)	+class(r1056,person)	+class(r1056,student)	-class(r1056,course)	-class(r1056,department)	-class(r1056,faculty)	-class(r1056,researchproject)	-class(r1056,staff)
class(r1057,Y)	+class(r1057,person)	+class(r1057,student)	-class(r1057,course)	-class(r1057,department)	-class(r1057,faculty)	-class(r1057,researchproject)	-class(r1057,staff)
class(r1058,Y)	+class(r1058,faculty)	+class(r1058,person)	-class(r1058,course)	-class(r1058,department)	-class(r1058,researchproject)	-class(r1058,staff)	-class(r1058,student)
class(r1059,Y)	+class(r1059,course)	-class(r1059,department)	-class(r1059,faculty)	-class(r1059,person)	-class(r1059,researchproject)	-class(r1059,staff)	-class(r1059,student)
class(r1060,Y)	+class(r1060,faculty)	+class(r1060,person)	-class(r1060,course)	-class(r1060,department)	-class(r1060,researchproject)	-class(r1060,staff)	-class(r1060,student)
class(r1061,Y)	+class(r1061,person)	+class(r1061,student)	-class(r1061,course)	-class(r1061,department)	-class(r1061,faculty)	-class(r1061,researchproject)	-class(r1061,staff)
class(r1062,Y)	+class(r1062,course)	-class(r1062,department)	-class(r1062,faculty)	-class(r1062,person)	-class(r1062,researchproject)	-class(r1062,staff)	-class(r1062,student)
class(r1063,Y)	+class(r1063,faculty)	+class(r1063,person)	-class(r1063,course)	-class(r1063,department)	-class(r1063,researchproject)	-class(r1063,staff)	-class(r1063,student)
class(r1064,Y)	+class(r1064,person)	+class(r1064,student)	-class(r1064,course)	-class(r1064,department)	-class(r1064,faculty)	-class(r1064,researchproject)	-class(r1064,staff)
class(r1065,Y)	+class(r1065,person)	+class(r1065,student)	-class(r1065,course)	-class(r1065,department)	-class(r1065,faculty)	-class(r1065,researchproject)	-class(r1065,staff)
class(r1066,Y)	+class(r1066,person)	+class(r1066,student)	-class(r1066,course)	-class(r1066,department)	-class(r1066,faculty)	-class(r1066,researchproject)	-class(r1066,staff)
class(r1067,Y)	+class(r1067,person)	+class(r1067,staff)	-class(r1067,course)	-class(r1067,department)	-class(r1067,faculty)	-class(r1067,researchproject)	-class(r1067,student)
class(r1068,Y)	+class(r1068,person)	+class(r1068,student)	-class(r1068,course)	-class(r1068,department)	-class(r1068,faculty)	-class(r1068,researchproject)	-class(r1068,staff)
class(r1069,Y)	+class(r1069,person)	+class(r1069,student)	-class(r1069,course)	-class(r1069,department)	-class(r1069,faculty)	-class(r1069,researchproject)	-class(r1069,staff)
class(r1070,Y)	+class(r1070,person)	+class(r1070,student)	-class(r1070,course)	-class(r1070,department)	-class(r1070,faculty)	-class(r1070,researchproject)	-class(r1070,staff)
class(r1071,Y)	+class(r1071,researchproject)	-class(r1071,course)	-class(r1071,department)	-class(r1071,faculty)	-class(r1071,person)	-class(r1071,staff)	-class(r1071,student)
class(r1072,Y)	+class(r1072,person)	+class(r1072,student)	-class(r1072,course)	-class(r1072,department)	-class(r1072,faculty)	-class(r1072,researchproject)	-class(r1072,staff)
class(r1073,Y)	+class(r1073,person)	+class(r1073,student)	-class(r1073,course)	-class(r1073,department)	-class(r1073,faculty)	-class(r1073,researchproject)	-class(r1073,staff)
class(r1074,Y)	+class(r1074,researchproject)	-class(r1074,course)	-class(r1074,department)	-class(r1074,faculty)	-class(r1074,person)	-class(r1074,staff)	-class(r1074,student)
class(r1075,Y)	+class(r1075,researchproject)	-class(r1075,course)	-class(r1075,department)	-class(r1075,faculty)	-class(r1075,person)	-class(r1075,staff)	-class(r1075,student)
class(r1076,Y)	+class(r1076,researchproject)	-class(r1076,course)	-class(r1076,department)	-class(r1076,faculty)	-class(r1076,person)	-class(r1076,staff)	-class(r1076,student)
class(r1077,Y)	+class(r1077,researchproject)	-class(r1077,course)	-class(r1077,department)	-class(r1077,faculty)	-class(r1077,person)	-class(r1077,staff)	-class(r1077,student)
class(r1078,Y)	+class(r1078,person)	+class(r1078,student)	-class(r1078,course)	-class(r1078,department)	-class(r1078,faculty)	-class(r1078,researchproject)	-class(r1078,staff)
class(r1079,Y)	+class(r1079,course)	-class(r1079,department)	-class(r1079,faculty)	-class(r1079,person)	-class(r1079,researchproject)	-class(r1079,staff)	-class(r1079,student)
class(r1080,Y)	+class(r1080,course)	-class(r1080,department)	-class(r1080,faculty)	-class(r1080,person)	-class(r1080,researchproject)	-class(r1080,staff)	-class(r1080,student)
class(r1081,Y)	+class(r1081,faculty)	+class(r1081,person)	-class(r1081,course)	-class(r1081,department)	-class(r1081,researchproject)	-class(r1081,staff)	-class(r1081,student)
class(r1082,Y)	+class(r1082,researchproject)	-class(r1082,course)	-class(r1082,department)	-class(r1082,faculty)	-class(r1082,person)	-class(r1082,staff)	-class(r1082,student)
class(r1083,Y)	+class(r1083,researchproject)	-class(r1083,course)	-class(r1083,department)	-class(r1083,faculty)	-class(r1083,person)	-class(r1083,staff)	-class(r1083,student)
class(r1084,Y)	+class(r1084,person)	+class(r1084,student)	-class(r1084,course)	-class(r1084,department)	-class(r1084,faculty)	-class(r1084,researchproject)	-class(r1084,staff)
class(r1085,Y)	+class(r1085,person)	+class(r1085,student)	-class(r1085,course)	-class(r1085,department)	-class(r1085,faculty)	-class(r1085,researchproject)	-class(r1085,staff)
class(r1086,Y)	+class(r1086,person)	+class(r1086,student)	-class(r1086,course)	-class(r1086,department)	-class(r1086,faculty)	-class(r1086,researchproject)	-class(r1086,staff)
class(r1087,Y)	+class(r1087,person)	+class(r1087,student)	-class(r1087,course)	-class(r1087,department)	-class(r1087,faculty)	-class(r1087,researchproject)	-class(r1087,staff)
class(r1088,Y)	+class(r1088,faculty)	+class(r1088,person)	-class(r1088,course)	-class(r1088,department)	-class(r1088,researchproject)	-class(r1088,staff)	-class(r1088,student)
class(r1089,Y)	+class(r1089,course)	-class(r1089,department)	-class(r1089,faculty)	-class(r1089,person)	-class(r1089,researchproject)	-class(r1089,staff)	-class(r1089,student)
class(r1090,Y)	+class(r1090,faculty)	+class(r1090,person)	-class(r1090,course)	-class(r1090,department)	-class(r1090,researchproject)	-class(r1090,staff)	-class(r1090,student)
class(r1091,Y)	+class(r1091,person)	+class(r1091,student)	-class(r1091,course)	-class(r1091,department)	-class(r1091,faculty)	-class(r1091,researchproject)	-class(r1091,staff)
class(r1092,Y)	+class(r1092,faculty)	+class(r1092,person)	-class(r1092,course)	-class(r1092,department)	-class(r1092,researchproject)	-class(r1092,staff)	-class(r1092,student)
class(r1093,Y)	+class(r1093,person)	+class(r1093,student)	-class(r1093,course)	-class(r1093,department)	-class(r1093,faculty)	-class(r1093,researchproject)	-class(r1093,staff)
class(r1094,Y)	+class(r1094,person)	+class(r1094,student)	-class(r1094,course)	-class(r1094,department)	-class(r1094,faculty)	-class(r1094,researchproject)	-class(r1094,staff)
class(r1095,Y)	+class(r1095,person)	+class(r1095,student)	-class(r1095,course)	-class(r1095,department)	-class(r1095,faculty)	-class(r1095,researchproject)	-class(r1095,staff)
class(r1096,Y)	+class(r1096,person)	+class(r1096,student)	-class(r1096,course)	-class(r1096,department)	-class(r1096,faculty)	-class(r1096,researchproject)	-class(r1096,staff)
class(r1097,Y)	+class(r1097,course)	-class(r1097,department)	-class(r1097,faculty)	-class(r1097,person)	-class(r1097,researchproject)	-class(r1097,staff)	-class(r1097,student)
class(r1098,Y)	+class(r1098,faculty)	+class(r1098,person)	-class(r1098,course)	-class(r1098,department)	-class(r1098,researchproject)	-class(r1098,staff)	-class(r1098,student)
class(r1099,Y)	+class(r1099,person)	+class(r1099,student)	-class(r1099,course)	-class(r1099,department)	-class(r1099,faculty)	-class(r1099,researchproject)	-class(r1099,staff)
class(r1100,Y)	+class(r1100,course)	-class(r1100,department)	-class(r1100,faculty)	-class(r1100,person)	-class(r1100,researchproject)	-class(r1100,staff)	-class(r1100,student)
class(r1101,Y)	+class(r1101,person)	+class(r1101,student)	-class(r1101,course)	-class(r1101,department)	-class(r1101,faculty)	-class(r1101,researchproject)	-class(r1101,staff)
class(r1102,Y)	+class(r1102,person)	+class(r1102,student)	-class(r1102,course)	-class(r1102,department)	-class(r1102,faculty)	-class(r1102,researchproject)	-class(r1102,staff)
class(r1103,Y)	+class(r1103,person)	+class(r1103,student)	-class(r1103,course)	-class(r1103,department)	-class(r1103,faculty)	-class(r1103,researchproject)	-class(r1103,staff)
class(r1104,Y)	+class(r1104,department)	-class(r1104,course)	-class(r1104,faculty)	-class(r1104,person)	-class(r1104,researchproject)	-class(r1104,staff)	-class(r1104,student)
class(r1105,Y)	+class(r1105,person)	+class(r1105,student)	-class(r1105,course)	-class(r1105,department)	-class(r1105,faculty)	-class(r1105,researchproject)	-class(r1105,staff)
class(r1106,Y)	+class(r1106,course)	-class(r1106,department)	-class(r1106,faculty)	-class(r1106,person)	-class(r1106,researchproject)	-class(r1106,staff)	-class(r1106,student)
class(r1107,Y)	+class(r1107,person)	+class(r1107,student)	-class(r1107,course)	-class(r1107,department)	-class(r1107,faculty)	-class(r1107,researchproject)	-class(r1107,staff)
class(r1108,Y)	+class(r1108,course)	-class(r1108,department)	-class(r1108,faculty)	-class(r1108,person)	-class(r1108,researchproject)	-class(r1108,staff)	-class(r1108,student)
class(r1109,Y)	+class(r1109,person)	+class(r1109,student)	-class(r1109,course)	-class(r1109,department)	-class(r1109,faculty)	-class(r1109,researchproject)	-class(r1109,staff)
class(r1110,Y)	+class(r1110,person)	+class(r1110,student)	-class(r1110,course)	-class(r1110,department)	-class(r1110,faculty)	-class(r1110,researchproject)	-class(r1110,staff)
class(r1111,Y)	+class(r1111,person)	+class(r1111,student)	-class(r1111,course)	-class(r1111,department)	-class(r1111,faculty)	-class(r1111,researchproject)	-class(r1111,staff)
class(r1112,Y)	+class(r1112,course)	-class(r1112,department)	-class(r1112,faculty)	-class(r1112,person)	-class(r1112,researchproject)	-class(r1112,staff)	-class(r1112,student)
class(r1113,Y)	+class(r1113,person)	+class(r1113,student)	-class(r1113,course)	-class(r1113,department)	-class(r1113,faculty)	-class(r1113,researchproject)	-class(r1113,staff)
class(r1114,Y)	+class(r1114,person)	+class(r1114,student)	-class(r1114,course)	-class(r1114,department)	-class(r1114,faculty)	-class(r1114,researchproject)	-class(r1114,staff)
class(r1115,Y)	+class(r1115,person)	+class(r1115,student)	-class(r1115,course)	-class(r1115,department)	-class(r1115,faculty)	-class(r1115,researchproject)	-class(r1115,staff)
class(r1116,Y)	+class(r1116,person)	+class(r1116,student)	-class(r1116,course)	-class(r1116,department)	-class(r1116,faculty)	-class(r1116,researchproject)	-class(r1116,staff)
class(r1117,Y)	+class(r1117,person)	+class(r1117,student)	-class(r1117,course)	-class(r1117,department)	-class(r1117,faculty)	-class(r1117,researchproject)	-class(r1117,staff)
class(r1118,Y)	+class(r1118,person)	+class(r1118,student)	-class(r1118,course)	-class(r1118,department)	-class(r1118,faculty)	-class(r1118,researchproject)	-class(r1118,staff)
class(r1119,Y)	+class(r1119,course)	-class(r1119,department)	-class(r1119,faculty)	-class(r1119,person)	-class(r1119,researchproject)	-class(r1119,staff)	-class(r1119,student)
class(r1120,Y)	+class(r1120,person)	+class(r1120,student)	-class(r1120,course)	-class(r1120,department)	-class(r1120,faculty)	-class(r1120,researchproject)	-class(r1120,staff)
class(r1121,Y)	+class(r1121,person)	+class(r1121,student)	-class(r1121,course)	-class(r1121,department)	-class(r1121,faculty)	-class(r1121,researchproject)	-class(r1121,staff)
class(r1122,Y)	+class(r1122,person)	+class(r1122,student)	-class(r1122,course)	-class(r1122,department)	-class(r1122,faculty)	-class(r1122,researchproject)	-class(r1122,staff)
class(r1123,Y)	+class(r1123,person)	+class(r1123,staff)	-class(r1123,course)	-class(r1123,department)	-class(r1123,faculty)	-class(r1123,researchproject)	-class(r1123,student)
class(r1124,Y)	+class(r1124,researchproject)	-class(r1124,course)	-class(r1124,department)	-class(r1124,faculty)	-class(r1124,person)	-class(r1124,staff)	-class(r1124,student)
class(r1125,Y)	+class(r1125,person)	+class(r1125,student)	-class(r1125,course)	-class(r1125,department)	-class(r1125,faculty)	-class(r1125,researchproject)	-class(r1125,staff)
class(r1126,Y)	+class(r1126,faculty)	+class(r1126,person)	-class(r1126,course)	-class(r1126,department)	-class(r1126,researchproject)	-class(r1126,staff)	-class(r1126,student)
class(r1127,Y)	+class(r1127,person)	+class(r1127,student)	-class(r1127,course)	-class(r1127,department)	-class(r1127,faculty)	-class(r1127,researchproject)	-class(r1127,staff)
class(r1128,Y)	+class(r1128,person)	+class(r1128,student)	-class(r1128,course)	-class(r1128,department)	-class(r1128,faculty)	-class(r1128,researchproject)	-class(r1128,staff)
class(r1129,Y)	+class(r1129,person)	+class(r1129,student)	-class(r1129,course)	-class(r1129,department)	-class(r1129,faculty)	-class(r1129,researchproject)	-class(r1129,staff)
class(r1130,Y)	+class(r1130,person)	+class(r1130,student)	-class(r1130,course)	-class(r1130,department)	-class(r1130,faculty)	-class(r1130,researchproject)	-class(r1130,staff)
class(r1131,Y)	+class(r1131,person)	+class(r1131,student)	-class(r1131,course)	-class(r1131,department)	-class(r1131,faculty)	-class(r1131,researchproject)	-class(r1131,staff)
class(r1132,Y)	+class(r1132,person)	+class(r1132,student)	-class(r1132,course)	-class(r1132,department)	-class(r1132,faculty)	-class(r1132,researchproject)	-class(r1132,staff)
class(r1133,Y)	+class(r1133,person)	+class(r1133,student)	-class(r1133,course)	-class(r1133,department)	-class(r1133,faculty)	-class(r1133,researchproject)	-class(r1133,staff)
class(r1134,Y)	+class(r1134,person)	+class(r1134,student)	-class(r1134,course)	-class(r1134,department)	-class(r1134,faculty)	-class(r1134,researchproject)	-class(r1134,staff)
class(r1135,Y)	+class(r1135,person)	+class(r1135,student)	-class(r1135,course)	-class(r1135,department)	-class(r1135,faculty)	-class(r1135,researchproject)	-class(r1135,staff)
class(r1136,Y)	+class(r1136,department)	-class(r1136,course)	-class(r1136,faculty)	-class(r1136,person)	-class(r1136,researchproject)	-class(r1136,staff)	-class(r1136,student)
class(r1137,Y)	+class(r1137,department)	-class(r1137,course)	-class(r1137,faculty)	-class(r1137,person)	-class(r1137,researchproject)	-class(r1137,staff)	-class(r1137,student)
class(r1138,Y)	+class(r1138,department)	-class(r1138,course)	-class(r1138,faculty)	-class(r1138,person)	-class(r1138,researchproject)	-class(r1138,staff)	-class(r1138,student)
class(r1139,Y)	+class(r1139,department)	-class(r1139,course)	-class(r1139,faculty)	-class(r1139,person)	-class(r1139,researchproject)	-class(r1139,staff)	-class(r1139,student)
class(r1140,Y)	+class(r1140,course)	-class(r1140,department)	-class(r1140,faculty)	-class(r1140,person)	-class(r1140,researchproject)	-class(r1140,staff)	-class(r1140,student)
class(r1141,Y)	+class(r1141,department)	-class(r1141,course)	-class(r1141,faculty)	-class(r1141,person)	-class(r1141,researchproject)	-class(r1141,staff)	-class(r1141,student)
class(r1143,Y)	+class(r1143,department)	-class(r1143,course)	-class(r1143,faculty)	-class(r1143,person)	-class(r1143,researchproject)	-class(r1143,staff)	-class(r1143,student)
class(r1144,Y)	+class(r1144,department)	-class(r1144,course)	-class(r1144,faculty)	-class(r1144,person)	-class(r1144,researchproject)	-class(r1144,staff)	-class(r1144,student)
class(r1146,Y)	+class(r1146,department)	-class(r1146,course)	-class(r1146,faculty)	-class(r1146,person)	-class(r1146,researchproject)	-class(r1146,staff)	-class(r1146,student)
class(r1147,Y)	+class(r1147,department)	-class(r1147,course)	-class(r1147,faculty)	-class(r1147,person)	-class(r1147,researchproject)	-class(r1147,staff)	-class(r1147,student)
class(r1145,Y)	+class(r1145,department)	-class(r1145,course)	-class(r1145,faculty)	-class(r1145,person)	-class(r1145,researchproject)	-class(r1145,staff)	-class(r1145,student)
class(r1148,Y)	+class(r1148,department)	-class(r1148,course)	-class(r1148,faculty)	-class(r1148,person)	-class(r1148,researchproject)	-class(r1148,staff)	-class(r1148,student)
class(r1149,Y)	+class(r1149,faculty)	+class(r1149,person)	-class(r1149,course)	-class(r1149,department)	-class(r1149,researchproject)	-class(r1149,staff)	-class(r1149,student)
class(r1150,Y)	+class(r1150,department)	-class(r1150,course)	-class(r1150,faculty)	-class(r1150,person)	-class(r1150,researchproject)	-class(r1150,staff)	-class(r1150,student)
class(r1151,Y)	+class(r1151,department)	-class(r1151,course)	-class(r1151,faculty)	-class(r1151,person)	-class(r1151,researchproject)	-class(r1151,staff)	-class(r1151,student)
class(r1152,Y)	+class(r1152,department)	-class(r1152,course)	-class(r1152,faculty)	-class(r1152,person)	-class(r1152,researchproject)	-class(r1152,staff)	-class(r1152,student)
class(r1153,Y)	+class(r1153,department)	-class(r1153,course)	-class(r1153,faculty)	-class(r1153,person)	-class(r1153,researchproject)	-class(r1153,staff)	-class(r1153,student)
class(r1154,Y)	+class(r1154,department)	-class(r1154,course)	-class(r1154,faculty)	-class(r1154,person)	-class(r1154,researchproject)	-class(r1154,staff)	-class(r1154,student)
