# proved 1	predict(test00581,X1)  #v:[?].	269 msec
# proved 110	predict(test00792,X1)  #v:[?].	3 msec
1	1.0	predict(test00792,earn).
# proved 111	predict(test00994,X1)  #v:[?].	3 msec
1	0.5047191031427262	predict(test00994,earn).
2	0.4952808968572738	predict(test00994,ship).
# proved 112	predict(test00736,X1)  #v:[?].	6 msec
1	0.37321628687127295	predict(test00736,ship).
2	0.3712745570992964	predict(test00736,acq).
3	0.2555091560294306	predict(test00736,crude).
# proved 113	predict(test00499,X1)  #v:[?].	7 msec
1	0.1436380034583515	predict(test00499,acq).
2	0.1386107249007227	predict(test00499,ship).
3	0.12984270077270726	predict(test00499,earn).
4	0.12462461837229023	predict(test00499,money-fx).
5	0.11841290890902034	predict(test00499,grain).
6	0.1182316060429206	predict(test00499,trade).
7	0.11359124104116816	predict(test00499,interest).
8	0.11304819650281928	predict(test00499,crude).
# proved 114	predict(test00043,X1)  #v:[?].	3 msec
1	0.2318047591908241	predict(test00043,earn).
2	0.1436932007019981	predict(test00043,trade).
3	0.14119080979999069	predict(test00043,grain).
4	0.1310255390198344	predict(test00043,crude).
5	0.12898513704756417	predict(test00043,money-fx).
6	0.11648068605208425	predict(test00043,interest).
7	0.10681986818770434	predict(test00043,acq).
# proved 115	predict(test00112,X1)  #v:[?].	6 msec
1	0.3977574465933264	predict(test00112,ship).
2	0.3812760392397899	predict(test00112,acq).
3	0.22096651416688365	predict(test00112,earn).
# proved 116	predict(test00395,X1)  #v:[?].	4 msec
1	0.6421759305006014	predict(test00395,earn).
2	0.3578240694993986	predict(test00395,ship).
# proved 117	predict(test01707,X1)  #v:[?].	3 msec
1	1.0	predict(test01707,earn).
# proved 118	predict(test01933,X1)  #v:[?].	3 msec
1	0.20160606028304393	predict(test01933,earn).
2	0.14770817970861902	predict(test01933,ship).
3	0.13923715824025973	predict(test01933,acq).
4	0.11807127066005503	predict(test01933,money-fx).
5	0.11597806254134402	predict(test01933,trade).
6	0.10109131273870935	predict(test01933,crude).
7	0.09356423908932068	predict(test01933,grain).
8	0.08274371673864833	predict(test01933,interest).
# proved 119	predict(test01010,X1)  #v:[?].	9 msec
1	0.3074350591025997	predict(test01010,ship).
2	0.2652856409179796	predict(test01010,money-fx).
3	0.21779519386776783	predict(test01010,interest).
4	0.20948410611165288	predict(test01010,acq).
# proved 120	predict(test01199,X1)  #v:[?].	4 msec
1	0.313534131308292	predict(test01199,earn).
2	0.2711241306210699	predict(test01199,ship).
3	0.1927906716611046	predict(test01199,trade).
4	0.11862499342202433	predict(test01199,money-fx).
5	0.062149146621196104	predict(test01199,grain).
6	0.03680473540646354	predict(test01199,interest).
7	0.004972190959849671	predict(test01199,crude).
# proved 121	predict(test00648,X1)  #v:[?].	4 msec
1	0.5305390003642643	predict(test00648,earn).
2	0.20493183054138103	predict(test00648,crude).
3	0.12028096896625218	predict(test00648,trade).
4	0.11253698463119997	predict(test00648,acq).
5	0.031711215496902444	predict(test00648,grain).
# proved 122	predict(test01435,X1)  #v:[?].	10 msec
1	0.2660839300527686	predict(test01435,ship).
2	0.26251173732548344	predict(test01435,acq).
3	0.2205016737640398	predict(test01435,earn).
4	0.13105787007282996	predict(test01435,crude).
5	0.0981933724505705	predict(test01435,money-fx).
6	0.021651416334307807	predict(test01435,grain).
# proved 123	predict(test01750,X1)  #v:[?].	3 msec
1	0.19926782855443861	predict(test01750,earn).
2	0.14914716607509634	predict(test01750,ship).
3	0.12480062766513131	predict(test01750,trade).
4	0.12075753929191374	predict(test01750,money-fx).
5	0.1141429529478371	predict(test01750,acq).
6	0.11340158065763424	predict(test01750,crude).
7	0.098201501648934	predict(test01750,interest).
8	0.08028080315901463	predict(test01750,grain).
# proved 124	predict(test01208,X1)  #v:[?].	6 msec
1	0.5058337833473596	predict(test01208,ship).
2	0.4941662166526404	predict(test01208,acq).
# proved 125	predict(test00048,X1)  #v:[?].	4 msec
1	0.28372583901616955	predict(test00048,earn).
2	0.2249898658949077	predict(test00048,ship).
3	0.13448170579177862	predict(test00048,trade).
4	0.12299782419066707	predict(test00048,grain).
5	0.09954802144153302	predict(test00048,interest).
6	0.0962574013891527	predict(test00048,money-fx).
7	0.03799934227579136	predict(test00048,crude).
# proved 126	predict(test00670,X1)  #v:[?].	3 msec
1	0.5654500392844135	predict(test00670,earn).
2	0.4345499607155865	predict(test00670,ship).
# proved 127	predict(test01440,X1)  #v:[?].	4 msec
1	0.8029795940780816	predict(test01440,acq).
2	0.1970204059219184	predict(test01440,ship).
# proved 128	predict(test01828,X1)  #v:[?].	3 msec
1	1.0	predict(test01828,earn).
# proved 129	predict(test01951,X1)  #v:[?].	8 msec
1	0.15264461679787367	predict(test01951,ship).
2	0.1501695664631729	predict(test01951,crude).
3	0.13440898343446694	predict(test01951,earn).
4	0.12951996113671674	predict(test01951,trade).
5	0.12821267612000567	predict(test01951,grain).
6	0.12581909877793004	predict(test01951,money-fx).
7	0.12351504873819169	predict(test01951,interest).
8	0.05571004853164245	predict(test01951,acq).
# proved 130	predict(test00402,X1)  #v:[?].	5 msec
1	0.3196109136298324	predict(test00402,acq).
2	0.314706599360456	predict(test00402,ship).
3	0.20207054857043055	predict(test00402,earn).
4	0.151028757874271	predict(test00402,crude).
5	0.008934993751619208	predict(test00402,money-fx).
6	0.0036481868133906767	predict(test00402,trade).
# proved 131	predict(test01574,X1)  #v:[?].	3 msec
1	1.0	predict(test01574,earn).
# proved 132	predict(test01800,X1)  #v:[?].	5 msec
1	0.30029410609558665	predict(test01800,acq).
2	0.2680821249851923	predict(test01800,ship).
3	0.24964805293706338	predict(test01800,earn).
4	0.12539032071055742	predict(test01800,interest).
5	0.05658539527160031	predict(test01800,trade).
# proved 133	predict(test00130,X1)  #v:[?].	3 msec
1	0.24827430016273175	predict(test00130,earn).
2	0.179393278502043	predict(test00130,acq).
3	0.1599004797244181	predict(test00130,interest).
4	0.11146167577589954	predict(test00130,trade).
5	0.10919306655852926	predict(test00130,crude).
6	0.10265349397912736	predict(test00130,money-fx).
7	0.08912370529725086	predict(test00130,grain).
# proved 134	predict(test02162,X1)  #v:[?].	3 msec
1	0.20547964159935003	predict(test02162,earn).
2	0.14690555317886148	predict(test02162,ship).
3	0.13895314223790917	predict(test02162,acq).
4	0.1184917320648231	predict(test02162,trade).
5	0.1127488629770653	predict(test02162,money-fx).
6	0.1017382694650504	predict(test02162,crude).
7	0.09195518450561328	predict(test02162,grain).
8	0.08372761397132732	predict(test02162,interest).
# proved 135	predict(test01041,X1)  #v:[?].	3 msec
1	0.36640609086837544	predict(test01041,ship).
2	0.31697490516287813	predict(test01041,trade).
3	0.3166190039687464	predict(test01041,earn).
# proved 136	predict(test00409,X1)  #v:[?].	3 msec
1	0.6302636902229154	predict(test00409,earn).
2	0.24315561297188099	predict(test00409,trade).
3	0.11086652208423667	predict(test00409,money-fx).
4	0.008318615247802497	predict(test00409,interest).
5	0.0073955594731643865	predict(test00409,acq).
# proved 137	predict(test02136,X1)  #v:[?].	2 msec
1	1.0	predict(test02136,earn).
# proved 138	predict(test01672,X1)  #v:[?].	5 msec
1	1.0	predict(test01672,earn).
# proved 139	predict(test00284,X1)  #v:[?].	4 msec
1	0.7147118918112889	predict(test00284,earn).
2	0.2852881081887109	predict(test00284,trade).
# proved 140	predict(test00978,X1)  #v:[?].	3 msec
1	0.551331656623759	predict(test00978,acq).
2	0.44866834337624095	predict(test00978,ship).
# proved 141	predict(test00019,X1)  #v:[?].	7 msec
1	0.15579003132501193	predict(test00019,ship).
2	0.1436817245757793	predict(test00019,acq).
3	0.1348214657557527	predict(test00019,crude).
4	0.13309412901937046	predict(test00019,trade).
5	0.13098930321566396	predict(test00019,grain).
6	0.12797126787728277	predict(test00019,earn).
7	0.09023548251468752	predict(test00019,money-fx).
8	0.08341659571645128	predict(test00019,interest).
# proved 142	predict(test00189,X1)  #v:[?].	7 msec
1	0.36227917539559035	predict(test00189,ship).
2	0.342354739552836	predict(test00189,earn).
3	0.29536608505157363	predict(test00189,acq).
# proved 143	predict(test00695,X1)  #v:[?].	16 msec
1	0.1350690716869151	predict(test00695,ship).
2	0.13137451580911255	predict(test00695,acq).
3	0.1295679878340497	predict(test00695,crude).
4	0.12388126408071212	predict(test00695,trade).
5	0.12326836215353398	predict(test00695,interest).
6	0.12210173244561105	predict(test00695,money-fx).
7	0.11972755648723292	predict(test00695,grain).
8	0.11500950950283259	predict(test00695,earn).
# proved 144	predict(test01253,X1)  #v:[?].	2 msec
1	0.5266797403950351	predict(test01253,earn).
2	0.473320259604965	predict(test01253,ship).
# proved 145	predict(test01582,X1)  #v:[?].	2 msec
1	1.0	predict(test01582,acq).
# proved 146	predict(test01640,X1)  #v:[?].	3 msec
1	1.0	predict(test01640,earn).
# proved 147	predict(test01922,X1)  #v:[?].	2 msec
1	0.24362998776330538	predict(test01922,earn).
2	0.1591490383205019	predict(test01922,trade).
3	0.14964638450959786	predict(test01922,money-fx).
4	0.1373637149997283	predict(test01922,acq).
5	0.1313160905871109	predict(test01922,interest).
6	0.1195169314536064	predict(test01922,crude).
7	0.05937785236614928	predict(test01922,grain).
# proved 148	predict(test02154,X1)  #v:[?].	5 msec
1	0.8201384687291972	predict(test02154,earn).
2	0.1798615312708028	predict(test02154,ship).
# proved 149	predict(test01066,X1)  #v:[?].	2 msec
1	0.769209687407632	predict(test01066,earn).
2	0.230790312592368	predict(test01066,ship).
# proved 150	predict(test00698,X1)  #v:[?].	4 msec
1	0.6670963229217841	predict(test00698,earn).
2	0.33290367707821594	predict(test00698,interest).
# proved 151	predict(test02060,X1)  #v:[?].	4 msec
1	0.27164125139135636	predict(test02060,earn).
2	0.2031581211006321	predict(test02060,ship).
3	0.15728284509331467	predict(test02060,acq).
4	0.15251086292307364	predict(test02060,trade).
5	0.11829915893632431	predict(test02060,money-fx).
6	0.09135084353463827	predict(test02060,grain).
7	0.0057569170206606375	predict(test02060,crude).
# proved 152	predict(test00407,X1)  #v:[?].	2 msec
1	0.9199324816055958	predict(test00407,earn).
2	0.08006751839440411	predict(test00407,acq).
# proved 153	predict(test00408,X1)  #v:[?].	10 msec
1	0.22632084384039367	predict(test00408,ship).
2	0.208123588028104	predict(test00408,crude).
3	0.1753242042404676	predict(test00408,interest).
4	0.135967749646453	predict(test00408,trade).
5	0.13579735557359193	predict(test00408,money-fx).
6	0.09624188404331582	predict(test00408,acq).
7	0.022224374627673935	predict(test00408,grain).
# proved 154	predict(test01463,X1)  #v:[?].	3 msec
1	0.25939294531787904	predict(test01463,earn).
2	0.17921325492736553	predict(test01463,ship).
3	0.13916202978864306	predict(test01463,trade).
4	0.1283129199202873	predict(test01463,money-fx).
5	0.1264183134406162	predict(test01463,grain).
6	0.0779068637642588	predict(test01463,interest).
7	0.047440091013848544	predict(test01463,crude).
8	0.04215358182710149	predict(test01463,acq).
# proved 155	predict(test00456,X1)  #v:[?].	5 msec
1	0.2966297869499876	predict(test00456,ship).
2	0.22780170073776493	predict(test00456,money-fx).
3	0.20909372888577762	predict(test00456,interest).
4	0.17715539083840903	predict(test00456,crude).
5	0.08931939258806088	predict(test00456,acq).
# proved 156	predict(test01054,X1)  #v:[?].	2 msec
1	0.21376940221114674	predict(test01054,interest).
2	0.14601056686637962	predict(test01054,money-fx).
3	0.1402025251765451	predict(test01054,trade).
4	0.12213948362345399	predict(test01054,ship).
5	0.1214166437661933	predict(test01054,crude).
6	0.10786920126024271	predict(test01054,grain).
7	0.07631664063260676	predict(test01054,acq).
8	0.07227553646343182	predict(test01054,earn).
# proved 157	predict(test00057,X1)  #v:[?].	3 msec
1	0.34679767554092206	predict(test00057,earn).
2	0.23828566168276205	predict(test00057,ship).
3	0.15072889666443512	predict(test00057,trade).
4	0.112306502264255	predict(test00057,money-fx).
5	0.10131332691497906	predict(test00057,grain).
6	0.05056793693264686	predict(test00057,crude).
# proved 158	predict(test01852,X1)  #v:[?].	3 msec
1	0.23518975412548376	predict(test01852,earn).
2	0.14538534529151725	predict(test01852,trade).
3	0.14402446277732608	predict(test01852,crude).
4	0.1374961527232223	predict(test01852,acq).
5	0.12848943380072214	predict(test01852,money-fx).
6	0.12022087809193074	predict(test01852,interest).
7	0.08919397318979763	predict(test01852,grain).
# proved 159	predict(test01148,X1)  #v:[?].	3 msec
1	1.0	predict(test01148,earn).
# proved 160	predict(test01336,X1)  #v:[?].	5 msec
1	0.3819428150810874	predict(test01336,ship).
2	0.3700929625233141	predict(test01336,acq).
3	0.2479642223955985	predict(test01336,earn).
# proved 161	predict(test01105,X1)  #v:[?].	4 msec
1	0.3812524419051335	predict(test01105,acq).
2	0.3688330735875007	predict(test01105,ship).
3	0.24991448450736578	predict(test01105,earn).
# proved 162	predict(test01441,X1)  #v:[?].	5 msec
1	0.3222113442268428	predict(test01441,ship).
2	0.3024780180978293	predict(test01441,acq).
3	0.2476160282763704	predict(test01441,earn).
4	0.09036558973329245	predict(test01441,interest).
5	0.03732901966566516	predict(test01441,grain).
# proved 163	predict(test00221,X1)  #v:[?].	7 msec
1	0.3097069392855745	predict(test00221,ship).
2	0.3088577578724283	predict(test00221,interest).
3	0.2520361513856104	predict(test00221,money-fx).
4	0.12939915145638684	predict(test00221,crude).
# proved 164	predict(test01886,X1)  #v:[?].	3 msec
1	0.26155170685477785	predict(test01886,earn).
2	0.17861346462485417	predict(test01886,trade).
3	0.1632566141868118	predict(test01886,interest).
4	0.16212600518977313	predict(test01886,money-fx).
5	0.12742900377017538	predict(test01886,crude).
6	0.10702320537360765	predict(test01886,grain).
# proved 165	predict(test00381,X1)  #v:[?].	5 msec
1	0.5668086477028919	predict(test00381,earn).
2	0.43319135229710803	predict(test00381,acq).
# proved 166	predict(test01452,X1)  #v:[?].	7 msec
1	0.15661845566912155	predict(test01452,ship).
2	0.1533299729827714	predict(test01452,acq).
3	0.13512107625084543	predict(test01452,earn).
4	0.11789258580958868	predict(test01452,money-fx).
5	0.11624290608414736	predict(test01452,crude).
6	0.11587782313456149	predict(test01452,trade).
7	0.10260342907822285	predict(test01452,interest).
8	0.10231375099074129	predict(test01452,grain).
# proved 167	predict(test00403,X1)  #v:[?].	4 msec
1	0.16109186538367004	predict(test00403,acq).
2	0.1439005120901021	predict(test00403,ship).
3	0.13809029244042162	predict(test00403,earn).
4	0.13248150661094876	predict(test00403,crude).
5	0.11821159400782656	predict(test00403,trade).
6	0.1096287503397631	predict(test00403,grain).
7	0.10345569296493988	predict(test00403,money-fx).
8	0.09313978616232814	predict(test00403,interest).
# proved 168	predict(test01730,X1)  #v:[?].	5 msec
1	0.3966445323948972	predict(test01730,earn).
2	0.37196181961810476	predict(test01730,ship).
3	0.231393647986998	predict(test01730,acq).
# proved 169	predict(test00528,X1)  #v:[?].	3 msec
1	0.6899013910632171	predict(test00528,interest).
2	0.31009860893678287	predict(test00528,money-fx).
# proved 170	predict(test01937,X1)  #v:[?].	3 msec
1	0.2198607682823505	predict(test01937,earn).
2	0.14361799706412565	predict(test01937,acq).
3	0.13844303499149	predict(test01937,ship).
4	0.1282858669224742	predict(test01937,money-fx).
5	0.1262536738497527	predict(test01937,trade).
6	0.10852891494883468	predict(test01937,interest).
7	0.10342453892027503	predict(test01937,crude).
8	0.031585205020697185	predict(test01937,grain).
# proved 171	predict(test01403,X1)  #v:[?].	3 msec
1	1.0	predict(test01403,earn).
# proved 172	predict(test00868,X1)  #v:[?].	7 msec
1	0.4649714836983383	predict(test00868,acq).
2	0.4423113185226099	predict(test00868,ship).
3	0.09271719777905191	predict(test00868,earn).
# proved 173	predict(test02003,X1)  #v:[?].	3 msec
1	0.1772836477467862	predict(test02003,earn).
2	0.13831950562494133	predict(test02003,ship).
3	0.12366617361734698	predict(test02003,interest).
4	0.1207764288242062	predict(test02003,trade).
5	0.11873515241895137	predict(test02003,money-fx).
6	0.11404648977170465	predict(test02003,grain).
7	0.10468281373130431	predict(test02003,acq).
8	0.10248978826475895	predict(test02003,crude).
# proved 174	predict(test01093,X1)  #v:[?].	5 msec
