# proved 1	predict(train00626,X1)  #v:[?].	352 msec
# proved 200	predict(train03354,X1)  #v:[?].	5 msec
1	0.36660754596368184	predict(train03354,earn).
2	0.26984559844022943	predict(train03354,money-fx).
3	0.1888948779892077	predict(train03354,interest).
4	0.17465197760688114	predict(train03354,acq).
# proved 201	predict(train04523,X1)  #v:[?].	14 msec
1	0.5336622820291298	predict(train04523,earn).
2	0.46633771797087015	predict(train04523,crude).
# proved 202	predict(train04666,X1)  #v:[?].	4 msec
1	0.4551645299225715	predict(train04666,earn).
2	0.3775848297073572	predict(train04666,money-fx).
3	0.13883980205987365	predict(train04666,trade).
4	0.028410838310197632	predict(train04666,crude).
# proved 203	predict(train02487,X1)  #v:[?].	3 msec
1	1.0	predict(train02487,earn).
# proved 204	predict(train04947,X1)  #v:[?].	2 msec
1	1.0	predict(train04947,earn).
# proved 205	predict(train01243,X1)  #v:[?].	5 msec
1	0.46015691152903154	predict(train01243,earn).
2	0.3314071764435306	predict(train01243,acq).
3	0.20843591202743786	predict(train01243,grain).
# proved 206	predict(train02650,X1)  #v:[?].	3 msec
1	1.0	predict(train02650,earn).
# proved 207	predict(train04411,X1)  #v:[?].	3 msec
1	1.0	predict(train04411,earn).
# proved 208	predict(train03250,X1)  #v:[?].	5 msec
1	0.7952067911053473	predict(train03250,earn).
2	0.20479320889465272	predict(train03250,acq).
# proved 209	predict(train04847,X1)  #v:[?].	3 msec
1	0.866614665520756	predict(train04847,earn).
2	0.13338533447924403	predict(train04847,acq).
# proved 210	predict(train04859,X1)  #v:[?].	2 msec
1	0.4774852775625524	predict(train04859,earn).
2	0.44280780052237717	predict(train04859,acq).
3	0.07970692191507042	predict(train04859,crude).
# proved 211	predict(train00414,X1)  #v:[?].	3 msec
1	1.0	predict(train00414,earn).
# proved 212	predict(train03838,X1)  #v:[?].	2 msec
1	1.0	predict(train03838,earn).
# proved 213	predict(train03530,X1)  #v:[?].	5 msec
1	0.5411374799709612	predict(train03530,earn).
2	0.4588625200290388	predict(train03530,money-fx).
# proved 214	predict(train03862,X1)  #v:[?].	10 msec
1	0.6266633276404934	predict(train03862,earn).
2	0.3733366723595065	predict(train03862,acq).
# proved 215	predict(train05479,X1)  #v:[?].	3 msec
1	1.0	predict(train05479,earn).
# proved 216	predict(train05195,X1)  #v:[?].	5 msec
1	0.5258334603472614	predict(train05195,earn).
2	0.4668281642397195	predict(train05195,acq).
3	0.00733837541301918	predict(train05195,crude).
# proved 217	predict(train03562,X1)  #v:[?].	7 msec
1	0.5163396583987098	predict(train03562,earn).
2	0.48366034160129023	predict(train03562,acq).
# proved 218	predict(train04705,X1)  #v:[?].	6 msec
1	0.5124611257801157	predict(train04705,earn).
2	0.48753887421988423	predict(train04705,acq).
# proved 219	predict(train03660,X1)  #v:[?].	24 msec
1	0.39506073345265114	predict(train03660,earn).
2	0.3203956212277339	predict(train03660,acq).
3	0.284543645319615	predict(train03660,grain).
# proved 220	predict(train01661,X1)  #v:[?].	3 msec
1	1.0	predict(train01661,earn).
# proved 221	predict(train02061,X1)  #v:[?].	7 msec
1	0.5168913104262991	predict(train02061,earn).
2	0.483108689573701	predict(train02061,acq).
# proved 222	predict(train00246,X1)  #v:[?].	22 msec
1	0.5158730729820955	predict(train00246,earn).
2	0.48412692701790455	predict(train00246,acq).
# proved 223	predict(train03693,X1)  #v:[?].	12 msec
1	0.44589593274683303	predict(train03693,earn).
2	0.4003736710027283	predict(train03693,trade).
3	0.15373039625043874	predict(train03693,acq).
# proved 224	predict(train01805,X1)  #v:[?].	6 msec
1	0.5145049264220887	predict(train01805,earn).
2	0.4854950735779113	predict(train01805,acq).
# proved 225	predict(train01968,X1)  #v:[?].	4 msec
1	1.0	predict(train01968,earn).
# proved 226	predict(train04132,X1)  #v:[?].	2 msec
1	0.532235195447068	predict(train04132,earn).
2	0.46776480455293207	predict(train04132,acq).
# proved 227	predict(train02122,X1)  #v:[?].	3 msec
1	0.9534117986840831	predict(train02122,earn).
2	0.046588201315916886	predict(train02122,crude).
# proved 228	predict(train04399,X1)  #v:[?].	4 msec
1	0.5227077242540132	predict(train04399,earn).
2	0.4772922757459868	predict(train04399,acq).
# proved 229	predict(train00699,X1)  #v:[?].	23 msec
1	1.0	predict(train00699,earn).
# proved 230	predict(train03917,X1)  #v:[?].	3 msec
1	1.0	predict(train03917,earn).
# proved 231	predict(train03348,X1)  #v:[?].	3 msec
1	1.0	predict(train03348,earn).
# proved 232	predict(train02325,X1)  #v:[?].	6 msec
1	0.43623393576608854	predict(train02325,earn).
2	0.3648913241783611	predict(train02325,acq).
3	0.19887474005555023	predict(train02325,interest).
# proved 233	predict(train02206,X1)  #v:[?].	2 msec
1	1.0	predict(train02206,earn).
# proved 234	predict(train05079,X1)  #v:[?].	4 msec
1	0.5255339715873666	predict(train05079,earn).
2	0.47446602841263347	predict(train05079,acq).
# proved 235	predict(train00866,X1)  #v:[?].	17 msec
1	0.5134570021030687	predict(train00866,earn).
2	0.48654299789693134	predict(train00866,acq).
# proved 236	predict(train01597,X1)  #v:[?].	4 msec
1	0.5368515939914995	predict(train01597,earn).
2	0.4347752663236909	predict(train01597,trade).
3	0.028373139684809506	predict(train01597,crude).
# proved 237	predict(train01284,X1)  #v:[?].	4 msec
1	1.0	predict(train01284,earn).
# proved 238	predict(train02636,X1)  #v:[?].	5 msec
1	0.6957564407955092	predict(train02636,earn).
2	0.2226652346508256	predict(train02636,acq).
3	0.08157832455366508	predict(train02636,crude).
# proved 239	predict(train01306,X1)  #v:[?].	6 msec
1	0.4928436609150206	predict(train01306,earn).
2	0.42484987059293744	predict(train01306,money-fx).
3	0.04901831029457136	predict(train01306,trade).
4	0.0332881581974705	predict(train01306,ship).
# proved 240	predict(train03316,X1)  #v:[?].	4 msec
1	0.5358269922955065	predict(train03316,earn).
2	0.4641730077044936	predict(train03316,acq).
# proved 241	predict(train01687,X1)  #v:[?].	6 msec
1	0.5263075100832684	predict(train01687,earn).
2	0.4736924899167317	predict(train01687,acq).
# proved 242	predict(train02641,X1)  #v:[?].	3 msec
1	1.0	predict(train02641,earn).
# proved 243	predict(train02750,X1)  #v:[?].	5 msec
1	0.5215799768870135	predict(train02750,earn).
2	0.4784200231129865	predict(train02750,acq).
# proved 244	predict(train03410,X1)  #v:[?].	3 msec
1	1.0	predict(train03410,earn).
# proved 245	predict(train01019,X1)  #v:[?].	4 msec
1	1.0	predict(train01019,earn).
# proved 246	predict(train02002,X1)  #v:[?].	7 msec
1	0.5317781510912735	predict(train02002,earn).
2	0.4682218489087266	predict(train02002,acq).
# proved 247	predict(train03684,X1)  #v:[?].	4 msec
1	1.0	predict(train03684,earn).
# proved 248	predict(train01977,X1)  #v:[?].	2 msec
1	0.7351169228858916	predict(train01977,earn).
2	0.2648830771141083	predict(train01977,ship).
# proved 249	predict(train03820,X1)  #v:[?].	2 msec
1	0.5572898017424989	predict(train03820,earn).
2	0.44271019825750113	predict(train03820,trade).
# proved 250	predict(train01207,X1)  #v:[?].	5 msec
1	0.5229984449656347	predict(train01207,earn).
2	0.47700155503436514	predict(train01207,acq).
# proved 251	predict(train02968,X1)  #v:[?].	2 msec
1	0.4271882677599914	predict(train02968,earn).
2	0.3406984307619187	predict(train02968,interest).
3	0.20498151301650805	predict(train02968,money-fx).
4	0.027131788461581725	predict(train02968,crude).
# proved 252	predict(train05225,X1)  #v:[?].	7 msec
1	0.44072059778242534	predict(train05225,earn).
2	0.28847142903776013	predict(train05225,acq).
3	0.2708079731798144	predict(train05225,crude).
# proved 253	predict(train05125,X1)  #v:[?].	5 msec
1	0.5154346903156622	predict(train05125,earn).
2	0.4845653096843377	predict(train05125,acq).
# proved 254	predict(train02745,X1)  #v:[?].	3 msec
1	1.0	predict(train02745,earn).
# proved 255	predict(train03312,X1)  #v:[?].	13 msec
1	0.4369604741352464	predict(train03312,earn).
2	0.38637561330998604	predict(train03312,crude).
3	0.1766639125547676	predict(train03312,trade).
# proved 256	predict(train01846,X1)  #v:[?].	6 msec
1	0.49676389508278485	predict(train01846,earn).
2	0.40199540765601405	predict(train01846,money-fx).
3	0.08032589254841219	predict(train01846,crude).
4	0.020914804712789024	predict(train01846,ship).
# proved 257	predict(train01783,X1)  #v:[?].	12 msec
1	0.5174350405910834	predict(train01783,earn).
2	0.48256495940891664	predict(train01783,acq).
# proved 258	predict(train00366,X1)  #v:[?].	5 msec
1	1.0	predict(train00366,earn).
# proved 259	predict(train03797,X1)  #v:[?].	3 msec
1	1.0	predict(train03797,earn).
# proved 260	predict(train04586,X1)  #v:[?].	4 msec
1	1.0	predict(train04586,earn).
# proved 261	predict(train05002,X1)  #v:[?].	9 msec
1	0.3536102921383423	predict(train05002,earn).
2	0.2773477906675562	predict(train05002,interest).
3	0.13630482716700995	predict(train05002,money-fx).
4	0.13521215620994564	predict(train05002,acq).
5	0.09752493381714603	predict(train05002,crude).
# proved 262	predict(train00539,X1)  #v:[?].	4 msec
1	1.0	predict(train00539,earn).
# proved 263	predict(train05054,X1)  #v:[?].	8 msec
1	0.5145704422043793	predict(train05054,earn).
2	0.48542955779562064	predict(train05054,acq).
# proved 264	predict(train03155,X1)  #v:[?].	2 msec
1	0.8286861948965685	predict(train03155,acq).
2	0.15102332832511986	predict(train03155,trade).
3	0.02029047677831169	predict(train03155,earn).
# proved 265	predict(train04309,X1)  #v:[?].	11 msec
1	0.541794196490982	predict(train04309,earn).
2	0.4582058035090179	predict(train04309,acq).
# proved 266	predict(train00158,X1)  #v:[?].	5 msec
1	0.501276596048538	predict(train00158,earn).
2	0.45282672569283594	predict(train00158,acq).
3	0.04589667825862618	predict(train00158,interest).
# proved 267	predict(train00053,X1)  #v:[?].	3 msec
1	0.7229611504256452	predict(train00053,earn).
2	0.27703884957435493	predict(train00053,crude).
# proved 268	predict(train04031,X1)  #v:[?].	2 msec
1	1.0	predict(train04031,earn).
# proved 269	predict(train00392,X1)  #v:[?].	2 msec
1	0.374948890002029	predict(train00392,money-fx).
2	0.3425349590096885	predict(train00392,interest).
3	0.28251615098828253	predict(train00392,earn).
# proved 270	predict(train02585,X1)  #v:[?].	3 msec
1	1.0	predict(train02585,earn).
# proved 271	predict(train02251,X1)  #v:[?].	3 msec
1	1.0	predict(train02251,earn).
# proved 272	predict(train00867,X1)  #v:[?].	10 msec
1	0.5266518595277903	predict(train00867,earn).
2	0.47334814047220974	predict(train00867,acq).
# proved 273	predict(train02622,X1)  #v:[?].	3 msec
1	1.0	predict(train02622,earn).
# proved 274	predict(train01388,X1)  #v:[?].	5 msec
1	0.6902314423047164	predict(train01388,earn).
2	0.30976855769528344	predict(train01388,acq).
# proved 275	predict(train05105,X1)  #v:[?].	12 msec
1	0.5094706408586932	predict(train05105,earn).
2	0.45707391384040363	predict(train05105,trade).
3	0.03345544530090323	predict(train05105,crude).
# proved 276	predict(train01654,X1)  #v:[?].	3 msec
1	0.5346892602187753	predict(train01654,earn).
2	0.46531073978122484	predict(train01654,trade).
# proved 277	predict(train02467,X1)  #v:[?].	5 msec
1	1.0	predict(train02467,earn).
# proved 278	predict(train04635,X1)  #v:[?].	3 msec
1	1.0	predict(train04635,earn).
# proved 279	predict(train02327,X1)  #v:[?].	7 msec
1	0.5224881442209879	predict(train02327,earn).
2	0.4775118557790122	predict(train02327,acq).
# proved 280	predict(train00716,X1)  #v:[?].	2 msec
1	0.6609075816018557	predict(train00716,crude).
2	0.17992241530665054	predict(train00716,interest).
3	0.15917000309149382	predict(train00716,earn).
# proved 281	predict(train02628,X1)  #v:[?].	4 msec
1	0.525680404669452	predict(train02628,earn).
2	0.474319595330548	predict(train02628,acq).
# proved 282	predict(train02728,X1)  #v:[?].	2 msec
1	1.0	predict(train02728,earn).
# proved 283	predict(train01206,X1)  #v:[?].	6 msec
1	0.5220200624347889	predict(train01206,earn).
2	0.4779799375652112	predict(train01206,acq).
# proved 284	predict(train05136,X1)  #v:[?].	5 msec
1	0.8248306179241817	predict(train05136,earn).
2	0.17516938207581845	predict(train05136,acq).
# proved 285	predict(train01135,X1)  #v:[?].	2 msec
1	0.5163643928544883	predict(train01135,earn).
2	0.4638221373188167	predict(train01135,interest).
3	0.019813469826695056	predict(train01135,money-fx).
# proved 286	predict(train01964,X1)  #v:[?].	5 msec
1	1.0	predict(train01964,earn).
# proved 287	predict(train00221,X1)  #v:[?].	2 msec
1	1.0	predict(train00221,earn).
# proved 288	predict(train02421,X1)  #v:[?].	2 msec
1	1.0	predict(train02421,earn).
# proved 289	predict(train03217,X1)  #v:[?].	4 msec
1	0.48383491805546475	predict(train03217,earn).
2	0.41441137034412856	predict(train03217,acq).
3	0.10175371160040665	predict(train03217,crude).
# proved 290	predict(train00382,X1)  #v:[?].	7 msec
1	0.5301825913749136	predict(train00382,earn).
2	0.4698174086250864	predict(train00382,acq).
# proved 291	predict(train01546,X1)  #v:[?].	12 msec
1	0.516859323410616	predict(train01546,earn).
2	0.4831406765893841	predict(train01546,acq).
# proved 292	predict(train03834,X1)  #v:[?].	5 msec
1	0.6292457151333545	predict(train03834,earn).
2	0.37075428486664563	predict(train03834,acq).
# proved 293	predict(train00674,X1)  #v:[?].	6 msec
1	0.6515367232959148	predict(train00674,earn).
2	0.3484632767040853	predict(train00674,acq).
# proved 294	predict(train00887,X1)  #v:[?].	4 msec
1	1.0	predict(train00887,earn).
# proved 295	predict(train01386,X1)  #v:[?].	4 msec
1	0.9453441656229272	predict(train01386,earn).
2	0.054655834377072804	predict(train01386,acq).
# proved 296	predict(train01272,X1)  #v:[?].	4 msec
1	0.5032933972695904	predict(train01272,earn).
2	0.40275242863613536	predict(train01272,interest).
3	0.09395417409427419	predict(train01272,money-fx).
# proved 297	predict(train04715,X1)  #v:[?].	4 msec
1	0.4551645299225715	predict(train04715,earn).
2	0.3775848297073572	predict(train04715,money-fx).
3	0.13883980205987365	predict(train04715,trade).
4	0.028410838310197632	predict(train04715,crude).
# proved 298	predict(train01955,X1)  #v:[?].	6 msec
1	0.5077699266922726	predict(train01955,earn).
2	0.49223007330772744	predict(train01955,acq).
# proved 299	predict(train02850,X1)  #v:[?].	4 msec
1	0.40542830755027326	predict(train02850,earn).
2	0.3280126841254831	predict(train02850,money-fx).
3	0.26655900832424373	predict(train02850,interest).
# proved 300	predict(train01275,X1)  #v:[?].	2 msec
1	0.5032131449582217	predict(train01275,acq).
2	0.4536194381643285	predict(train01275,interest).
3	0.028027956780847626	predict(train01275,money-fx).
4	0.015139460096602171	predict(train01275,crude).
# proved 301	predict(train02324,X1)  #v:[?].	5 msec
1	0.5155734808808654	predict(train02324,earn).
2	0.48442651911913454	predict(train02324,acq).
# proved 302	predict(train02292,X1)  #v:[?].	9 msec
1	0.5129935106601535	predict(train02292,earn).
2	0.4870064893398466	predict(train02292,acq).
# proved 303	predict(train00217,X1)  #v:[?].	5 msec
1	0.8477819651422502	predict(train00217,earn).
2	0.15221803485774985	predict(train00217,interest).
# proved 304	predict(train00391,X1)  #v:[?].	6 msec
1	0.5154868043896619	predict(train00391,earn).
2	0.4845131956103382	predict(train00391,acq).
# proved 305	predict(train03784,X1)  #v:[?].	4 msec
1	1.0	predict(train03784,earn).
# proved 306	predict(train01459,X1)  #v:[?].	2 msec
1	1.0	predict(train01459,earn).
# proved 307	predict(train01893,X1)  #v:[?].	23 msec
1	0.3598873881757748	predict(train01893,earn).
2	0.3076722622629787	predict(train01893,money-fx).
3	0.1912490423745958	predict(train01893,trade).
4	0.14119130718665066	predict(train01893,interest).
# proved 308	predict(train04589,X1)  #v:[?].	8 msec
1	0.5334133535412351	predict(train04589,earn).
2	0.46658664645876485	predict(train04589,acq).
# proved 309	predict(train04290,X1)  #v:[?].	2 msec
1	1.0	predict(train04290,earn).
# proved 310	predict(train04368,X1)  #v:[?].	10 msec
1	0.5181113422504636	predict(train04368,earn).
2	0.4818886577495364	predict(train04368,acq).
# proved 311	predict(train02914,X1)  #v:[?].	4 msec
1	0.5252833840435157	predict(train02914,earn).
2	0.47471661595648423	predict(train02914,acq).
# proved 312	predict(train02678,X1)  #v:[?].	12 msec
1	0.3987188555894271	predict(train02678,earn).
2	0.35190577764255715	predict(train02678,acq).
3	0.24937536676801578	predict(train02678,trade).
# proved 313	predict(train04861,X1)  #v:[?].	4 msec
1	1.0	predict(train04861,earn).
# proved 314	predict(train02239,X1)  #v:[?].	3 msec
1	0.6084202506526258	predict(train02239,acq).
2	0.3915797493473743	predict(train02239,interest).
# proved 315	predict(train02971,X1)  #v:[?].	4 msec
1	1.0	predict(train02971,earn).
# proved 316	predict(train04863,X1)  #v:[?].	4 msec
1	0.7903245328266998	predict(train04863,earn).
2	0.2096754671733002	predict(train04863,acq).
# proved 317	predict(train04291,X1)  #v:[?].	2 msec
1	1.0	predict(train04291,earn).
# proved 318	predict(train02178,X1)  #v:[?].	4 msec
1	0.5654139203926745	predict(train02178,earn).
2	0.4345860796073255	predict(train02178,acq).
# proved 319	predict(train02411,X1)  #v:[?].	8 msec
1	0.5199455018908371	predict(train02411,earn).
2	0.4800544981091628	predict(train02411,acq).
# proved 320	predict(train00110,X1)  #v:[?].	5 msec
1	0.5207835018898999	predict(train00110,earn).
2	0.47921649811010025	predict(train00110,acq).
# proved 321	predict(train03809,X1)  #v:[?].	9 msec
1	0.5258755004168485	predict(train03809,earn).
2	0.4741244995831516	predict(train03809,acq).
# proved 322	predict(train04695,X1)  #v:[?].	3 msec
1	1.0	predict(train04695,earn).
# proved 323	predict(train02107,X1)  #v:[?].	2 msec
